Index Number,Volume,Title,Notes,,,,,,
01578,Vol. 40,"Best First Oil Vapor Engine, 1903",,,,,,,
01579,Vol. 40,Best Oil Vapor Engine,,,,,,,
01580,Vol. 40,"Best Agricultural Works, ca 1887",,,,,,,
01581,Vol. 40,"Five Best Brothers, 1893 probably Summer",,,,,,,
01582,Vol. 40,"Henry Best's Ranch at Harvesting time 1878 or 1879 from Thompson & West's History of Sutter County, Cal. (1879)",,,,,,,
01583,Vol. 40,"Meta J. Steinkamp at 18 years, Marysville, Calif., Wedding Photo, 1872",,,,,,,
01584,Vol. 40,"Daniel Best in his Wedding Suit at Marysville, California, 1872",,,,,,,
01585,Vol. 40,"Best's Improved Grain Separator, March 25, 1871",,,,,,,
01586,Vol. 40,"Daniel Best's 50 horsepower steam traction, 'Pathfinder' hauling gravel near Sacramento",,,,,,,
01587,Vol. 40,Awarded First Premium at California State Fair 1890,,,,,,,
01588,Vol. 40,Daniel Best's 40 h.p. Steam Traction Engine,,,,,,,
01589,Vol. 40,Daniel Best 50 h.p. Steam Traction Engine Pulling a Best 'San Leandro' Combined Harvester,,,,,,,
01590,Vol. 40,Daniel Best's Electric Crude Oil Vapor Engine,,,,,,,
01591,Vol. 40,Best Manufacturing Company about 1889-90,,,,,,,
01592,Vol. 40,Daniel Best's Grain Cleaner,,,,,,,
01593,Vol. 40,"Best Street Car Motor, ca 1890",,,,,,,
01594,Vol. 40,"Best Street Car, 1893",,,,,,,
01595,Vol. 40,Best Electric Vapor Motor for Street Car,,,,,,,
01596,Vol. 40,"Ad from Pacific Rural Press, 1893 (F. Hal Higgins Library)",,,,,,,
01597,Vol. 40,Traction Engine Tug-of War,,,,,,,
01598,Vol. 40,"Best Manufacturing Company, probably in the Summer of 1898",,,,,,,
01599,Vol. 40,Best's Horseless Carriage,,,,,,,
01600,Vol. 40,C. L. Best Driving a Recent Product of the Best Manufacturing Company of San Leandro,,,,,,,
01601,Vol. 41,"Best Horseless Carriage, 1898",,,,,,,
01602,Vol. 41,"Horseless Carriage, 1898",,,,,,,
01603,Vol. 41,"Best Manufacturing Company, about 1900",,,,,,,
01604,Vol. 41,"Best 'Baby Junior Sidehill Combined Harvester' No. 462 in front of Best Mfg. Co., North Corner of Alvarado & Davis St.",,,,,,,
01605,Vol. 41,"The Best Manufacturing Company, about 1900",,,,,,,
01606,Vol. 41,Inside Best's Assembly Building Showing Several Steam Traction Engines Being Completed.,,,,,,,
01607,Vol. 41,"Best Steam Engine, ca 1900",,,,,,,
01608,Vol. 41,Best 110 h.p. Steam Straction Engine No. 114 Hauling a Two Story House,,,,,,,
01609,Vol. 41,Recently Completed Best Steam Traction Engine Probably at San Leandro,,,,,,,
01610,Vol. 41,Clarence Leo Best Taken about 1895-1900,,,,,,,
01611,Vol. 41,Best 4 Cylinder 40 h.p. Gas Traction Engine No. 4 in 1910,,,,,,,
01612,Vol. 41,C. L. Best Mfg. Company's early Tracklayer Models,,,,,,,
01613,Vol. 41,"Portrait of Daniel Best, ca 1920",,,,,,,
01614,Vol. 41,Daniel Best and Family ,,,,,,,
01615,Vol. 41,"Best Bank Building, ca 1920",,,,,,,
01616,Vol. 41,"Best Bank Building, ca 1920",,,,,,,
01617,Vol. 41,"Inside the State Bank of California, San Leandro Branch, in the Best Building 1924, later Bank of America",,,,,,,
01618,Vol. 41,"Out on a Deerhunt are L-R: Mr. Gus Thierry, the packer, 'Smitty', Daniel Best, and a relative of Mr. Barton",,,,,,,
01619,Vol. 41,Daniel Best in His Rocking Chair by the Fire. 1903-09,,,,,,,
01620,Vol. 41,"Portrait of Herminia Peralta Dargie, ca 1920",,,,,,,
01621,Vol. 41,"Portrait of Lottie Best Flint, Viola Best, and George P. Flint, ca 1900",,,,,,,
01622,Vol. 41,"L-R; Bessie and Viola Best, Taken mid 1899 at Best Home",,,,,,,
01623,Vol. 41,"L-R, Lottie (Best) Flint, Daniel Best, Russell Flint, Bessie Best, Taken mid 1899 at the Best Home",,,,,,,
01624,Vol. 41,"Best Family Potrait, ca 1899",,,,,,,
01625,Vol. 41,"Lottie Best at Mills College, 1899",,,,,,,
01626,Vol. 41,"Best Group on Wagon Ride, ca 1890",,,,,,,
01627,Vol. 41,"Portrait of Lottie Best, ca 1890",,,,,,,
01628,Vol. 41,"Portrait of Lottie Best, ca 1890",,,,,,,
01629,Vol. 41,"Ancient Order of United Workmen, ca 1898",,,,,,,
01631,Vol. 41,Bean Cleaning Best Crude Oil Engine,,,,,,,
01632,Vol. 41,"New Officers, Alta Mira Club, Originally Ygnacio Peralta home, built in 1860, California Historical Landmark #285",,,,,,,
01633,Vol. 41,"Mr. And Mrs. Jack London in Horse Carriage at Glenn Ellen. Jack London, Charmian London. Pub. In Weekender",,,,,,,
01634,Vol. 41,Jack London and Friends at Glenn Ellen. Published in Weekender,,,,,,,
01635,Vol. 41,"Portrait of Jack London, Published in Weekender.",,,,,,,
01636,Vol. 41,Wildman Photographed by Jack London When Yacht 'Snark' Touched at Opa in New Hebrides. Pub. In Weekender,,,,,,,
01637,Vol. 41,Portrait of Jack London. Published in Weekender,,,,,,,
01638,Vol. 41,"Mary Castro Van Dyne, 1889, Daughter of Don Ramon Jose Castro",,,,,,,
01639,Vol. 41,"Rancho San Pablo, 1937",,,,,,,
01640,Vol. 41,"New Rancho San Pablo, (night club) 1937, in El Cerrito.",,,,,,,
01641,Vol. 42,"Juan B. Alvarado Adobe, 1949, in San Pablo",,,,,,,
01642,Vol. 42,"Juan B. Alvarado Home in San Pablo, 1949",,,,,,,
01643,Vol. 42,Castro Home in Hayward as  it appeared in days of General Castro,,,,,,,
01644,Vol. 42,"Historic Landmark Alvarado Adobe, San Pablo",,,,,,,
01645,Vol. 42,"Joaquin Moraga Adobe, North of Morgaga: 113 Year Old Adobe Overlooking Moraga Valley",,,,,,,
01646,Vol. 42,"Home of Early Contra Costa Land Grant Settler, Son of Man for Whom Martinez was Named",,,,,,,
01647,Vol. 42,"Descendants of Don Ignacio, Photo Taken May 9, 1928 at Hinkle Park, Berkeley",,,,,,,
01648,Vol. 42,Don Salvio Pacheco Adobe in Concord Calif.,,,,,,,
01649,Vol. 42,"Don Salvio Pacheco's Adobe Property in Concord, Calif. Land was purchased in 1828, Adobe House built in 1854",,,,,,,
01650,Vol. 42,Captain William Roberts Home,,,,,,,
01651,Vol. 42,"Newspaper Clippings Regarding Historical Homes and Landmarks, Jan. 12, 1938",,,,,,,
01652,Vol. 42,Monument Marking Northern Boundary of Rancho San Leandro,,,,,,,
01653,Vol. 42,Mission Soledad. Located between Salinas River and Santa Lucia Mountains,,,,,,,
01654,Vol. 42,"Drawing of Casa Bonifacio, Monterey California",,,,,,,
01655,Vol. 42,Antonio Peralta Adobe,,,,,,,
01656,Vol. 42,Diamond Park Scout House,,,,,,,
01657,Vol. 42,San Leandro Boys Club Band   ,,,,,,,
01658,Vol. 42,"Don Antonio's Last Home,Paxton & 34th Avenues, Oakland",,,,,,,
01659,Vol. 42,Tonita Peralta Lehman Before Her Marriage,,,,,,,
01668,Vol. 42,"Berryessa Adobe House, Near Lake Berryessa",,,,,,,
01669,Vol. 42,Juan Pablo Bernal,,,,,,,
01671,Vol. 42,"Restored Lincoln School, Joaquin & Clark St.",,,,,,,
01672,Vol. 42,NR,,,,,,,
01673,Vol. 42,Descendants of Don Luis Maria Peralta,,,,,,,
01674,Vol. 42,T. P. Cary,,,,,,,
01675,Vol. 42,"Jones Home (?), See # 1685",,,,,,,
01676,Vol. 42,"Mrs. Josephine Bailey Bernal, Wife of Dennis Bernal",,,,,,,
01677,Vol. 42,Jones Family (?),,,,,,,
01678,Vol. 42,"Family Gathering at Jones Residence, ca 1910",,,,,,,
01679,Vol. 42,Jones Family Automobile Outing,,,,,,,
01680,Vol. 42,"Maria Antonia Peralta Toler, Daughter of Ignacio Peralta, Wife of William P. Toler",,,,,,,
01681,Vol. 43,"Family Gathering at Jones Residence, ca 1910",,,,,,,
01682,Vol. 43,"Lincoln School Class, 1916",,,,,,,
01683,Vol. 43,"Lake Chabot, 1910",,,,,,,
01684,Vol. 43,"Lake Chabot, 1910",,,,,,,
01685,Vol. 43,"Residence of Henry Z. Jones, 1916",,,,,,,
01686,Vol. 43,"Jones Family Automobile Outing, 1910",,,,,,,
01687,Vol. 43,"Union School Class, 1908",,,,,,,
01688,Vol. 43,"Lincoln School Class, 1916",,,,,,,
01689,Vol. 43,"San Leandro Boys Club Band, 1916",,,,,,,
01690,Vol. 43,"Union School First Grade, 1908",,,,,,,
01691,Vol. 43,"Jones Insurance Office, ca 1940",,,,,,,
01692,Vol. 43,"Portrait of Henry Z. Jones, Jr., 1917",,,,,,,
01693,Vol. 43,"Portrait of Henry Z. Jones, Sr., 1915",,,,,,,
01694,Vol. 43,"Portrait of Mrs. Sarah Jones, 1910",,,,,,,
01695,Vol. 43,"Schmidt Feed and Fuel, 1915",,,,,,,
01696,Vol. 43,"San Leandro Home of Benjamin F. Stoakes, 1870",,,,,,,
01697,Vol. 43,"Portrait of Benjamin F. Stoakes, 1902",,,,,,,
01698,Vol. 43,"Chabot Dam, 1880",,,,,,,
01699,Vol. 43,"Residence of Henry Z. Jones, 1910",,,,,,,
01700,Vol. 43,NR,,,,,,,
01702,Vol. 43,"Schmidt Feed and Fuel, ca 1910",,,,,,,
01703,Vol. 43,"Jones Residence, ca 1910",,,,,,,
01704,Vol. 43,"Front Gate of Jones Residence, ca 1910",,,,,,,
01705,Vol. 43,"Front Drive of Jones Residence, looking toward E14th Street, ca 1910",,,,,,,
01706,Vol. 43,"Front Drive of Jones Residence, ca 1910",,,,,,,
01707,Vol. 43,"Masonic Building, ca 1890",,,,,,,
01708,Vol. 43,"Henry Residence, ca 1900",,,,,,,
01709,Vol. 43,Monarch Haypress Works,,,,,,,
01710,Vol. 43,"Estudillo Park, 1910",,,,,,,
01711,Vol. 43,"Farrelly House, ca 1910",,,,,,,
01712,Vol. 43,"Jones Residence, ca 1910",,,,,,,
01713,Vol. 43,"Jones Residence, ca 1910",,,,,,,
01714,Vol. 43,"Jones Residence, ca 1910",,,,,,,
01715,Vol. 43,"Jones Residence, ca 1910",,,,,,,
01716,Vol. 43,"Jones Residence, ca 1910",,,,,,,
01717,Vol. 43,"Jones Residence, ca 1910",,,,,,,
01718,Vol. 43,"Driveway of Jones Residence, ca 1910",,,,,,,
01719,Vol. 43,"Benjamin F. Stoakes Home, San Leandro",,,,,,,
01720,Vol. 43,"Church Choir, ca 1910",,,,,,,
01721,Vol. 44,"Jones Electric Car, ca 1910",,,,,,,
01722,Vol. 44,T. P. Cary and Lucy Walrath who lived with her father,,,,,,,
01723,Vol. 44,"Jones Residence, ca 1910",,,,,,,
01724,Vol. 44,"Childrens Group, ca 1920",,,,,,,
01725,Vol. 44,"Jones Residence, Gate and Car, ca 1910",,,,,,,
01726,Vol. 44,"San Leandro Boy's Club Band, ca 1925",,,,,,,
01727,Vol. 44,Float El Cereso Parlor No. 207 N. D. G. W. in front of Pacific Coast Oyster Co.,,,,,,,
01728,Vol. 44,Enes Home,,,,,,,
01729,Vol. 44,"St. Mary's Convent School, Davis St., August 13, 1914",,,,,,,
01730,Vol. 44,"Daniel Beet Theatre, San Leandro, August 13, 1914",,,,,,,
01731,Vol. 44,"Residence of Mrs. Henrietta Farrelly. August 13, 1914, Wm. H. Weeks, Architect",,,,,,,
01732,Vol. 44,"Residence of Mrs. Henrietta Farrelly, August 13, 1914",,,,,,,
01733,Vol. 44,"Carnegie Public Library, Published in San Leandro Standard, August 13, 1914",,,,,,,
01734,Vol. 44,"Advertisment, City Garage. J. E. Demont, Manager. Located on Washington St., August 13, 1914",,,,,,,
01735,Vol. 44,"Advertisment, Gannon's Men's Store Published in San Leandro Standard, August 13, 1914",,,,,,,
01736,Vol. 44,"Advertisment, Junior Monarch Hay Press Co., Published in San Leandro Standard, August 13, 1914",,,,,,,
01738,Vol. 44,"Part of Article, ' Educational Excellence.'",,,,,,,
01739,Vol. 44,"San Leandro's Story' by Weston P. Truesdale. Published in San Leandro Standard, August 13, 1914",,,,,,,
01740,Vol. 44,"San Leandro's Story', bottom half of page. Photos include Lake Chabot and San Leandro Plaza",,,,,,,
01741,Vol. 44,"Miss Emma C. C. Herrscher. Photo published in San Leandro Standard, August 13, 1914",,,,,,,
01742,Vol. 44,Schmidt Feed and Fuel,,,,,,,
01743,Vol. 44,William ' Bill' Mathews.,,,,,,,
01744,Vol. 44,William ' Bill' Mathews.,,,,,,,
01745,Vol. 44,Mrs. Herminia Peralta Dargie,,,,,,,
01746,Vol. 44,NR,,,,,,,
01747,Vol. 44,"Vicente Francisco Peralta, great-grandson of Don Luis Peralta",,,,,,,
01748,Vol. 44,"The Don Jose Higuera Adobe, built in 1828",,,,,,,
01749,Vol. 44,The Jose Maria Alviso Home on the Rancho Milpitas,,,,,,,
01750,Vol. 44,"San Leandro Baseball Team at Ball Park, ca 1920",,,,,,,
01751,Vol. 44,Jose Maria Alviso home in Milpitas,,,,,,,
01752,Vol. 44,Fernandez Adobe,,,,,,,
01753,Vol. 44,Murphy Home in Sunnyvale,,,,,,,
01754,Vol. 44,Jose Maria Alviso Adobe Home in Milpitas,,,,,,,
01755,Vol. 44,"Willows Hotel In San Lorenzo, 1875?",,,,,,,
01756,Vol. 44,Warm Springs Resort in 1860's,,,,,,,
01757,Vol. 44,"Warm Springs Resort, (Health & Pleasure) Operated by Clements Columbet from 1863-68",,,,,,,
01758,Vol. 44,"Augustin Alviso's Adobe Home Located 3 miles West of Centerville. Built in 1842, Photo Taken in 1862",,,,,,,
01759,Vol. 44,Pena Adobe. Pena Adobe Houses Santa Clara Women's Club,,,,,,,
01760,Vol. 44,Francisco Alviso's House on Rancho Santa Rita in Southern Alameda County. ,,,,,,,
01761,Vol. 45,"Joaouin Miller, Oakland's Famed Author in front of His Home.",,,,,,,
01762,Vol. 45,"Jose de los Santos Berreyesa Adobe House in Martinez. Built in 1850, Demolished in 1906",,,,,,,
01763,Vol. 45,"Don Antonio Peralta with his sons Nelson and Vicente, taken in San Francisco in 1869. ",,,,,,,
01764,Vol. 45,"Alta Mira Club, formerly Ygnacio Peralta Home, 561 Lafayette Avenue",,,,,,,
01765,Vol. 45,Fulgencio Higuera's adobe on Rancho Aqua Caliente,,,,,,,
01766,Vol. 45,Abelardo Highera's adobe built in 1840's. Abelardo was son of Fugencio Higuera,,,,,,,
01767,Vol. 45,"Two Catholic Sisters, left, Amy Cameron",,,,,,,
01768,Vol. 45,"Statue of Santa Teresa, Santa Teresa Rancho in Santa Clara County",,,,,,,
01769,Vol. 45,"Adeobe house built by Francisco Alviso in 1846, on Rancho Santa Rita in Southern Alameda County",,,,,,,
01770,Vol. 45,Don Agustin Bernal's Adobe House on Rancho El Valle de San Jose in Alameda County,,,,,,,
01771,Vol. 45,Francisco Peralta and his son Joaquin in 1879,,,,,,,
01772,Vol. 45,"Barbara Peralta Whitcomb with her mother, Isadora Briones",,,,,,,
01773,Vol. 45,NR,,,,,,,
01774,Vol. 45,Lena Mathew Bright,,,,,,,
01776,Vol. 45,"Jones Family, ca 1910",,,,,,,
01777,Vol. 45,"John Brooks Jr., Barbara Mathews Brooks, John Brooks Sr., Matt Brooks, July, 1970",,,,,,,
01778,Vol. 45,"William ' Bill' Mathews, Daughter Barbara Mathews",,,,,,,
01779,Vol. 45,"William Mathews Agency, 1634 E.14th St. San Leandro",,,,,,,
01780,Vol. 45,"Merle Mathews, Barbara Mathews' mother, taken in 1929",,,,,,,
01781,Vol. 45,William ' Bill' Mathews taken in front of UPEC building on E. 14th St.,,,,,,,
01782,Vol. 45,Manuel Mathews,,,,,,,
01783,Vol. 45,"Wedding of grandparents. John Enos, Alice Mary Enoa Mathews, John Mathews",,,,,,,
01784,Vol. 45,William ' Bill' Mathews,,,,,,,
01785,Vol. 45,Looking from T. P. Cary Home to Estudillo. San Jose and Estudillo Avenue,,,,,,,
01786,Vol. 45,"Four young ladies, 2 young men, bicyclists",,,,,,,
01787,Vol. 45,"Cary Ranch, San Jose and Estudillo, January 1889",,,,,,,
01788,Vol. 45,"Home of T. P. Cary, Built 1878, Razed in 1926.",,,,,,,
01789,Vol. 45,"Cherry Orchard, Estudillo Estates",,,,,,,
01790,Vol. 45,"Estudillo Avenue with Horses, Wagon and Driver, Beautiful Locust Trees",,,,,,,
01791,Vol. 45,"A. B. Cary Home, Built 1889, Razed September 1971.",,,,,,,
01792,Vol. 45,"T. P. Cary and Daughter (Mrs L. C. Walrath), in front of their home in car",,,,,,,
01793,Vol. 45,Mr. A. B. Cary,,,,,,,
01795,Vol. 45,"Branding Iron of Vicente Peralta, June 13, 1856, Recorded in Martinez County Seat",,,,,,,
01796,Vol. 45,Branding Irons of Ygnacio Peralta,,,,,,,
01797,Vol. 45,"Judge William R. Geary, Candidate for Representative in Congress from the Sixth District, Alameda County. Published in San Leandro Standard, August 1914",,,,,,,
01798,Vol. 45,"Political Article ' Endorse Geary', Published in San Leandro Standard, August 1914",,,,,,,
01799,Vol. 45,Firefighting Equipment Purchased by San Leandro City Trustees in 1913. ,,,,,,,
01800,Vol. 45,"San Leandro Cherry Orchard in Blossom, published in San Lan Leandro Standard, August 13, 1914",,,,,,,
01801,Vol. 46,"Benjamin F. Mason, published in San Leandro Standard, August 1914",,,,,,,
01802,Vol. 46,San Leandro Standard ' Educational Excellence'. ,,,,,,,
01803,Vol. 46,"San Leandro Standard promotion edition; News, Industries",,,,,,,
01804,Vol. 46,San Leandro Standard promotion edition. Continuation of article: 'Charming Cherry City.',,,,,,,
01805,Vol. 46,San Leandro Standard promotion edition. Adver. For banks and letter to the editor,,,,,,,
01806,Vol. 46,"San Leandro promotion edition; Miscellaneous articles, photo of F. C. Talbot residence",,,,,,,
01807,Vol. 46,Residence of F. C. Talbot near San Leandro,,,,,,,
01808,Vol. 46,"Residence of C. L. Best, published in San Leandro Standard promotion edition, August, 1914",,,,,,,
01809,Vol. 46,"Residence of Charles H. Hale, Cashier of First National Bank of San Leandro",,,,,,,
01810,Vol. 46,"The First National Bank of San Leandro and the Bank of San Leandro. Published in San Leandro Standard promotion edition, August 1914",,,,,,,
01811,Vol. 46,The H. F. Eber Meat Company Advertisement,,,,,,,
01812,Vol. 46,"San Leandro Boy Scouts, Published in San Leandro Standard, August 13, 1914",,,,,,,
01813,Vol. 46,"J. J. Gill, President of Board of City Trustees",,,,,,,
01814,Vol. 46,"M. S. Rogers, a City Trustee, Published in San Leandro Standard, August 13, 1914",,,,,,,
01815,Vol. 46,"H. L. Reichrath, City Trustee",,,,,,,
01816,Vol. 46,"Leo Brisacher, City Treasurer",,,,,,,
01817,Vol. 46,"W. J. Gannon, City Clerk",,,,,,,
01818,Vol. 46,"A. A. Rogers, City Attorney, Published in San Leandro Standard, August 13, 1914",,,,,,,
01819,Vol. 46,Budd Eber. Fire Chief,,,,,,,
01820,Vol. 46,"L. Michael, Health Officer. Published in San Leandro Standard, August 13, 1914",,,,,,,
01821,Vol. 46,"Joseph F. Peralta, City Marshall",,,,,,,
01822,Vol. 46,"St. Leander's Catholic Church, West Estudillo and Clarke. Published in San Leandro Standard, August 13, 1914",,,,,,,
01823,Vol. 46,"Presbyterian Church -(Little Brown Church), Clarke St.",,,,,,,
01824,Vol. 46,"Masonic Temple, Corner of E. 14th St. and West Joaqmin. Published in San Leandro Standard August 13, 1914",,,,,,,
01825,Vol. 46,Typical Street in Broadmoor,,,,,,,
01826,Vol. 46,"Best Tractor Company, View from the Air. Published in Hayward Journal Magazine, January 1925",,,,,,,
01827,Vol. 46,"New Homes Built in San Leandro by Harry Begier, January 1925",,,,,,,
01828,Vol. 46,"Daddy Mason"" printed in Hayward Journal Magazine, January 1925",,,,,,,
01829,Vol. 46,Daniel Best and Son,,,,,,,
01830,Vol. 46,San Leandro Plaza,,,,,,,
01831,Vol. 46,"Dr. Joaquin R. S. Leite, in Hayward Journal Magazine",,,,,,,
01832,Vol. 46,"Mary Enos Mathews, grandmother of Barbara Mathews Brooks",,,,,,,
01833,Vol. 46,"Anthony Silva, friend of Barbara Mathew's uncle",,,,,,,
01834,Vol. 46,"Mrs. Helen Lawrence, Mayor of San Leandro in early 1940's",,,,,,,
01835,Vol. 46,"Presentation of Casa Peralta to city of San Leandro by Mr and Mrs Jack Brooks, October 1971",,,,,,,
01836,Vol. 46,"Acceptance of Casa Peralta by City Officials, October, 1971",,,,,,,
01837,Vol. 46,"Duck Hunters, ca 1940",,,,,,,
01838,Vol. 46,"Estudillo Avenue Street Scene, ca 1920",,,,,,,
01839,Vol. 46,"Shore of Lake Merritt, ca 1910",,,,,,,
01840,Vol. 46,"Shore of Lake Merritt, ca 1910",,,,,,,
01841,Vol. 47,"Ferry Landing in San Francisco Bay, ca 1940",,,,,,,
01842,Vol. 47,"Daniel Best and Russell Flint, ca 1920",,,,,,,
01843,Vol. 47,"Shore of Lake Merritt, ca 1910",,,,,,,
01844,Vol. 47,"Old Alameda Bridge, ca 1910",,,,,,,
01845,Vol. 47,"George Flint and Viola Best, ca 1903",,,,,,,
01846,Vol. 47,"Daniel Best and Family, ca 1901",,,,,,,
01847,Vol. 47,"Alameda Estuary, ca 1910",,,,,,,
01848,Vol. 47,Lakeside Oak Park,,,,,,,
01849,Vol. 47,"T. P. Cary and Wife, their three children with their husbands and wife, and all the grandchildren",,,,,,,
01850,Vol. 47,"Home of Antonio Maria Peralta, ca 1910",,,,,,,
01851,Vol. 47,Home of Antonio Maria Peralta and Galinda Peralta Horse-Drawn Plow,,,,,,,
01852,Vol. 47,"Home of Galindo Peralta, ca 1910",,,,,,,
01853,Vol. 47,NR,,,,,,,
01854,Vol. 47,"Temple Beth Shalom, ca 1970",,,,,,,
01855,Vol. 47,"Charter of San Leandro Assembly Bill, ca 1970",,,,,,,
01856,Vol. 47,"Charter of San Leandro Sections 8 and 9, ca 1910",,,,,,,
01857,Vol. 47,Charter of San Leandro,,,,,,,
01858,Vol. 47,"Union School and New Annex, ca 1890",,,,,,,
01859,Vol. 47,"Bell on Roof of Lincoln School, ca 1955",,,,,,,
01860,Vol. 47,"Bell on Roof of Lincoln School, ca 1955",,,,,,,
01861,Vol. 47,"St. Leanders and New Church, ca 1957",,,,,,,
01862,Vol. 47,"Union School Bell House, ca 1890",,,,,,,
01863,Vol. 47,"Union School with Bell, ca 1890",,,,,,,
01864,Vol. 47,"Obituary for Charlotte Lynch, ca 1950",,,,,,,
01865,Vol. 47,"Dr. Manuel Garcia in Buggy, ca 1880",,,,,,,
01866,Vol. 47,"Portrait of Dr. Manuel Garcia, ca 1880",,,,,,,
01867,Vol. 47,"Card for Dr. Manuel Garcia, ca 1880",,,,,,,
01868,Vol. 47,"Home of Dr. Manuel Garcia, ca 1880",,,,,,,
01869,Vol. 47,"Manuel Garcia and Wife, ca 1880",,,,,,,
01870,Vol. 47,Annie Isabelle (Estudillo) Flemming,,,,,,,
01871,Vol. 47,Louise Oakes Andrade in 1902,,,,,,,
01872,Vol. 47,"Preparation for Cherry Carnival Parade, Davis Street.",,,,,,,
01873,Vol. 47,Beginning of Parade on Davis St. Fire House. M. J. Andrade Express Wagons.,,,,,,,
01874,Vol. 47,"Cherry Carnival Float-1911. St. Mary's Convent in background. Mrs. Mal Madaria driving horses, Mrs. Helen Oakee-Queen",,,,,,,
01875,Vol. 47,"Cherry Carnival Float-1910. Mrs. Mal Madaria, driving horses, Mrs. May Bettencourt-Queen.",,,,,,,
01876,Vol. 47,"Portrait of Anthony R. Madaria and Franklin Roberts, 1903",,,,,,,
01877,Vol. 47,"S. P. R. S. I. Drum Corps First Ladies, 1913",,,,,,,
01878,Vol. 47,"Portrait of Luis Estudillo, ca 1890",,,,,,,
01879,Vol. 47,"Portrait of Ann Fische Estudillo, ca 1890",,,,,,,
01880,Vol. 47,"Portrait of Clotilde Dodd Estudillo, 1901",,,,,,,
01881,Vol. 48,"Portrait of Dorotea Estudillo, ca 1900",,,,,,,
01882,Vol. 48,"Portrait of Dorotea Estudillo, 1888",,,,,,,
01883,Vol. 48,"Portrait of Dorotea Estudillo, ca 1900",,,,,,,
01884,Vol. 48,"Artillery Scene from Korean War, ca 1950",,,,,,,
01885,Vol. 48,"Marvin Bradley and Friends, ca 1940",,,,,,,
01886,Vol. 48,"Thad Bradley and Friends, ca 1920",,,,,,,
01887,Vol. 48,"Lawrence Bradley in the United States Navy, ca 1910",,,,,,,
01888,Vol. 48,"Court of 1924 Cherry Festival, 1924",,,,,,,
01889,Vol. 48,"St. Mary's School Graduates, 1925",,,,,,,
01890,Vol. 48,"St. Mary's School 2nd-3rd Grades, 1925",,,,,,,
01891,Vol. 48,"St. Mary's School 2nd-3rd Grades, 1925",,,,,,,
01892,Vol. 48,"Cherry Carnival Court, ca 1910",,,,,,,
01893,Vol. 48,"Cherry Carnival of 1911, 1911",,,,,,,
01894,Vol. 48,"Cherry Festival Court, ca 1910",,,,,,,
01895,Vol. 48,"Oakland Street Scene, ca 1910",,,,,,,
01896,Vol. 48,"Oakland Street Scene, ca 1910",,,,,,,
01897,Vol. 48,"Oakland Harbor, ca 1910",,,,,,,
01898,Vol. 48,"Oakland Street Scene, ca 1910",,,,,,,
01899,Vol. 48,"Oakland Street Scene, ca 1910",,,,,,,
01900,Vol. 48,"Broadmoor Home Development, ca 1910",,,,,,,
01901,Vol. 48,"Broadmoor Home Development, ca 1910",,,,,,,
01902,Vol. 48,"Broadmoor Home Development, ca 1910",,,,,,,
01903,Vol. 48,"Iveywood Extension Orchard, ca 1910",,,,,,,
01904,Vol. 48,"Residence of I. W. Hellman, ca 1910",,,,,,,
01905,Vol. 48,"Drive of Hellman Residence, ca 1910",,,,,,,
01906,Vol. 48,"Hart Residence, ca 1910",,,,,,,
01907,Vol. 48,"Homes on Estudillo, Hollywood, ca 1910",,,,,,,
01908,Vol. 48,"Centennial Seal of San Leandro, May 3, 1953",,,,,,,
01909,Vol. 48,"San Leandro History Information, 1953",,,,,,,
01910,Vol. 48,"Lincoln School Class, December 25, 1911",,,,,,,
01911,Vol. 48,Portrait of Maria Dabner,,,,,,,
01912,Vol. 48,House,,,,,,,
01913,Vol. 48,Road,,,,,,,
01914,Vol. 48,"Wedding Portrait of Allen Peralta and Minnie Knaugh, April 22, 1898",,,,,,,
01915,Vol. 48,"Pelton Marriage License, April 22, 1898",,,,,,,
01916,Vol. 48,"Deed from J. W. Harlan to A. Johnson, October 1, 1863",,,,,,,
01917,Vol. 48,"Deed from J. W. Harlan to A. Johnson, October 1, 1863",,,,,,,
01918,Vol. 48,"Deed from J. W. Harlan to A. Johnson, October 1, 1863",,,,,,,
01919,Vol. 48,"The Daughters of Focha, 1905",,,,,,,
01920,Vol. 48,The Focha Family,,,,,,,
01921,Vol. 49,"The Dabner Twins, 1877",,,,,,,
01922,Vol. 49,"The Dabner Children, 1898",,,,,,,
01923,Vol. 49,"Portrait of Louisa Dabner Focha, 1934",,,,,,,
01924,Vol. 49,"Portrait of Maria Machada Dabner, ca 1880",,,,,,,
01925,Vol. 49,"St. Mary's School Play, 1896",,,,,,,
01926,Vol. 49,"Lincoln School Class, 1911",,,,,,,
01927,Vol. 49,"Portrait of Joseph F. Focha, ca 1880",,,,,,,
01928,Vol. 49,"Portrait, ca 1900",,,,,,,
01929,Vol. 49,"Employees of Best Foundry, ca 1900",,,,,,,
01930,Vol. 49,"Portrait of William F. Focha, 1898",,,,,,,
01931,Vol. 49,"Portrait of Joseph F. Focha and Louisa Dabner Focha, ca 1872",,,,,,,
01932,Vol. 49,"Portrait of John Dabner, Jr., May 2, 1883",,,,,,,
01933,Vol. 49,"Lincoln School Class, 1933",,,,,,,
01934,Vol. 49,"Portrait of W. F. B. Lynch, ca 1890",,,,,,,
01935,Vol. 49,"Tony B. Thomas Measuring Rain, 1934",,,,,,,
