Index Number,Volume,Title,Notes,,,,,,
00771,Vol. 20,"Cherry Festival, location unknown S.P.R.S.I. Float, 1918",,,,,,,
00772,Vol. 20,"S. P. Station & Water, Plaza Photograph taken before 1906, Cannery Photograph taken after 1899",,,,,,,
00773,Vol. 20,"Old Cannon in San Leandro City Plaza, Joe Peters, George Boremann, August von Glahn, Kanaka John, 1905",,,,,,,
00774,Vol. 20,"Residence of Mrs. Henrietta Farrelly, Dutton Ave., 1902",,,,,,,
00775,Vol. 20,"Aerial View of West Estudillo & Davis St. St. Leander's Church, 1968",,,,,,,
00776,Vol. 20,"San Leandro Band, Davis St., 1890",,,,,,,
00777,Vol. 20,"Davis St. S. P. Station, 1924",,,,,,,
00778,Vol. 20,"Electric Railway Car, East 14th St. and Dutton Avenue, 1903",,,,,,,
00779,Vol. 20,Estudillo Parlor Float in front of Pacific Coast Oyster Company,,,,,,,
00780,Vol. 20,Free Public Library,,,,,,,
00781,Vol. 20,"Letterhead for C. A. Stoddard, Real Estate, 1899",,,,,,,
00782,Vol. 20,"Card for F.S. Dickinson, Dealer in Drugs, Medicine, Chemicals, etc.",,,,,,,
00783,Vol. 20,Card for the Estudillo House,,,,,,,
00784,Vol. 20,Del Mar Theatre,,,,,,,
00785,Vol. 20,"San Leandro Residents on Washington Ave, Mrs Williams, Mrs Tillie(Godchaux) Reichsrath, 1960",,,,,,,
00786,Vol. 20,"Mulford Ranch, Mulford Gardens, 1900",,,,,,,
00787,Vol. 20,"Mulford Ranch, 1915",,,,,,,
00788,Vol. 20,"Court, San Leandro, No. 79 Foresters of America East 14th St., 1900",,,,,,,
00789,Vol. 20,"Bill Bros' Home, Estudillo Ave, now site of Fire Station No. 1",,,,,,,
00790,Vol. 20,"Picnic Party in San Leandro Hills, 1918",,,,,,,
00791,Vol. 20,San Leandro City Plaza,,,,,,,
00792,Vol. 20,Andy Galvan's Barber Shop,,,,,,,
00793,Vol. 20,"San Leandro Band, Davis St., 1905",,,,,,,
00794,Vol. 20,"Reunion of W. W. I. Boys, Hays St., 1918",,,,,,,
00795,Vol. 20,"Morgan Bros. Grocery Store, East 14th St., 1898",,,,,,,
00796,Vol. 20,"Larson Lumber, Carpenter & Hepbern St.",,,,,,,
00797,Vol. 20,"San Leandro Mills, Central Manufacturing Co., Corner of East 14th St. and Callan Ave., Founded 1882",,,,,,,
00798,Vol. 20,"State Bank, Best Building, Corner of Estudillo Ave, and East 14th St., 1947",,,,,,,
00799,Vol. 20,"San Leandro Cherry Festival, June 5th, 1909",,,,,,,
00800,Vol. 20,"Charles H. Hale's Home, Estudillo near Bancroft Ave., 1922",,,,,,,
00801,Vol. 21,San Leandro Queen,,,,,,,
00802,Vol. 21,"Police Detectives and Chief, 1922",,,,,,,
00803,Vol. 21,Band ( S. L. Boys' Club),,,,,,,
00804,Vol. 21,The Covered Bridge,,,,,,,
00805,Vol. 21,Social Outing at Lake Chabot,,,,,,,
00806,Vol. 21,"People at Plaza, 1927",,,,,,,
00807,Vol. 21,"S. L. Bay at Jenning's Landing, 1920",,,,,,,
00808,Vol. 21,"Mulford Ranch Grain Field, 1896",,,,,,,
00809,Vol. 21,"Hudson Lumber Company Mill, 1912",,,,,,,
00810,Vol. 21,"Site of Wells Fargo Bank, 1930",,,,,,,
00811,Vol. 21,"San Leandro Fire Men, 1915 (?1910 ca)",,,,,,,
00812,Vol. 21,Daniel Best's Horseless Carriage,,,,,,,
00813,Vol. 21,"San Leandro Band, 1886",,,,,,,
00814,Vol. 21,"Electric Railway Car & Water Car, 1893",,,,,,,
00815,Vol. 21,Hose and Ladder Truck,,,,,,,
00816,Vol. 21,"Intersection st E.14th St. & Davis, ca 1924",,,,,,,
00817,Vol. 21,NR,,,,,,,
00818,Vol. 21,"Chamber of Commerce Float, 1939",,,,,,,
00819,Vol. 21,"Friden Company, June, 1939",,,,,,,
00820,Vol. 21,"Freeman Drug Store, 1931",,,,,,,
00821,Vol. 21,"Freeman Block, Apr., 1940",,,,,,,
00822,Vol. 21,San Leandro Plaza,,,,,,,
00823,Vol. 21,Don Jose Joaquin Estudillo  ,,,,,,,
00824,Vol. 21,"Removing Old Palms from the Plaza, 1940",,,,,,,
00825,Vol. 21,"San Leandro Plaza, 1937",,,,,,,
00826,Vol. 21,Jose Joaquin Estudillo Home,,,,,,,
00827,Vol. 21,Former Home of Ygnacio Peralta,,,,,,,
00828,Vol. 21,Former Home of Ignacio Peralta,,,,,,,
00829,Vol. 21,"Golden Gate International Exposition, 1939",,,,,,,
00830,Vol. 21,Group Photograph,,,,,,,
00831,Vol. 21,Portrait,,,,,,,
00832,Vol. 21,Portrait,,,,,,,
00833,Vol. 21,Casa Peralta,,,,,,,
00834,Vol. 21,NR,,,,,,,
00835,Vol. 21,NR,,,,,,,
00836,Vol. 21,Little Shul Being Moved,,,,,,,
00837,Vol. 21,"Washington Ave., 1300 Block",,,,,,,
00838,Vol. 21,Public School,,,,,,,
00839,Vol. 21,"Estudillo House, Davis & E.14th St.",,,,,,,
00840,Vol. 21,Estudillo Home,,,,,,,
00841,Vol. 22,Garden of Estudillo House,,,,,,,
00842,Vol. 22,Mrs. Black's First House in S. L.,,,,,,,
00843,Vol. 22,Mrs. Black's First House in S. L.,,,,,,,
00844,Vol. 22,Home of Mrs. Pratt,,,,,,,
00845,Vol. 22,Dr. Pratt's Home in S. L.,,,,,,,
00846,Vol. 22,A. G. Amaral's Furniture Store,,,,,,,
00847,Vol. 22,First Postage Meter in San Leandro,,,,,,,
00848,Vol. 22,"Lucky Supermarket Opening, 1948-49",,,,,,,
00849,Vol. 22,"Alameda County Govn't House, 1930's",,,,,,,
00850,Vol. 22,1897 Hayes Street Scene Showing the First Methodist Church and the Saramento Blocksmith Shop,,,,,,,
00851,Vol. 22,"C. L. Best Tractor Company, 1922",,,,,,,
00852,Vol. 22,"Little Shul, 1970",,,,,,,
00853,Vol. 22,"Little Shul Re-Dedication, 1970",,,,,,,
00854,Vol. 22,"Little Shul Re-Dedication, 1970",,,,,,,
00855,Vol. 22,"Little Shul, 1970",,,,,,,
00856,Vol. 22,Estudillo House,,,,,,,
00857,Vol. 22,"San Leandro Men and Plane, 1920's",,,,,,,
00858,Vol. 22,Caterpillar Tractor in Operation,,,,,,,
00859,Vol. 22,San Leandro Sewage Disposal Building,,,,,,,
00860,Vol. 22,"Signing Bonds for $185,000,00, Sept 1938",,,,,,,
00861,Vol. 22,"Groundbreaking for Golden State Theatre, 1940",,,,,,,
00862,Vol. 22,"Chamber of Commerce Float, 1939",,,,,,,
00863,Vol. 22,"Former Adobe Home of Antonio Maria Peralta in Dimond Park, Oakland",,,,,,,
00864,Vol. 22,"J. E. French Company, Dodge and Plymouth Distributors",,,,,,,
00865,Vol. 22,NR,,,,,,,
00866,Vol. 22,"7 Mile Drive, Cypress",,,,,,,
00867,Vol. 22,Beach,,,,,,,
00868,Vol. 22,Band  ,,,,,,,
00869,Vol. 22,Barbeque,,,,,,,
00870,Vol. 22,"Groundbreaking for Golden State Theatre, 1940",,,,,,,
00871,Vol. 22,"World's Fair at Treasure Island, 1939",,,,,,,
00872,Vol. 22,"World's Fair at Treasure Island, 1939",,,,,,,
00873,Vol. 22,"Groundbresking at De-Sota, Nov. 1945",,,,,,,
00874,Vol. 22,"Benjamin F. Mason Home, Aug. 1939",,,,,,,
00875,Vol. 22,"San Leandro Lion's Club Minstrel Show, 1939, 'Pirate Gold'",,,,,,,
00876,Vol. 22,"School Tour Group on 'San Leandro Day' at Golden Gate International Exposition, Sept. 14, 1939, on Treasure Island",,,,,,,
00877,Vol. 22,"A 1939 Photograph of Andy Galvan's Barber Shop, Showing Ed Bordanaro",,,,,,,
00878,Vol. 22,"City Plaza, 1940",,,,,,,
00879,Vol. 22,Bay Area's Chambers of Commerce,,,,,,,
00880,Vol. 22,View of Casa Peralta Entrance,,,,,,,
00881,Vol. 23,"Freeman Block, 1925",,,,,,,
00882,Vol. 23,The House of Ed's,,,,,,,
00883,Vol. 23,"Street Cars, 1900",,,,,,,
00884,Vol. 23,"Group Picture, 1905",,,,,,,
00885,Vol. 23,Groundbreaking for New Building,,,,,,,
00886,Vol. 23,St. Leander's School,,,,,,,
00887,Vol. 23,Estudillo Home,,,,,,,
00888,Vol. 23,"Group Picture, 1905",,,,,,,
00889,Vol. 23,Lake Chabot,,,,,,,
00890,Vol. 23,Estudillo & Foothill Looking West,,,,,,,
00891,Vol. 23,"City Plaza, 1890",,,,,,,
00892,Vol. 23,I. O. O. F. Building,,,,,,,
00893,Vol. 23,San Leandro Lion's Float,,,,,,,
00894,Vol. 23,NR,,,,,,,
00895,Vol. 23,Sutter's Fort,,,,,,,
00896,Vol. 23,Swimming Pool,,,,,,,
00897,Vol. 23,Swimmers at Farrelly Pool,,,,,,,
00898,Vol. 23,Covered Bridge,,,,,,,
00899,Vol. 23,Arches and Trees,,,,,,,
00900,Vol. 23,Mission San Luis Obispo,,,,,,,
00901,Vol. 23,Carquinez Bridge,,,,,,,
00902,Vol. 23,Freeman Home,,,,,,,
00903,Vol. 23,"Old Custom House, Monterey, 1900",,,,,,,
00904,Vol. 23,Band,,,,,,,
00905,Vol. 23,"Joaquin Miller's Funeral Pyre, 1912",,,,,,,
00906,Vol. 23,NR,,,,,,,
00907,Vol. 23,Freeman Block,,,,,,,
00908,Vol. 23,"Leslie J. Freeman, 1912",,,,,,,
00909,Vol. 23,San Leandro Plaza Looking South,,,,,,,
00910,Vol. 23,"Lake Chabot Scene, ca 1920",,,,,,,
00911,Vol. 23,"View of Casa Peralta, taken in 1939",,,,,,,
00912,Vol. 23,"View of Casa Peralta Courtyard, taken in 1939",,,,,,,
00913,Vol. 23,"View of Lake Chabot, taken in 1940",,,,,,,
00914,Vol. 23,"View of San Leandro Plaza, taken in 1940",,,,,,,
00915,Vol. 23,"A View of the Estudillo Home, taken in 1940",,,,,,,
00916,Vol. 23,"Group shot of Firemen in front of the Union House Co. No. 1, taken in 1915",,,,,,,
00917,Vol. 23,View of St. Leander's Catholic Church,,,,,,,
00918,Vol. 23,NR,,,,,,,
00919,Vol. 23,"Corn Harvest on the Farm, Mulford Gardens",,,,,,,
00920,Vol. 23,"Horse and Buggy, ca 1910",,,,,,,
00921,Vol. 24,"Shack at Oyster Bed, Mulford Landing, San Leandro, 1900",,,,,,,
00922,Vol. 24,Farm Equipment at Mulford Gardens,,,,,,,
00923,Vol. 24,Mulford Gardens,,,,,,,
00924,Vol. 24,Farm Wagon in Mulford Gardens,,,,,,,
00925,Vol. 24,"Home, Mulford Gardens",,,,,,,
00926,Vol. 24,"Young Boy in front of Barn, Mulford Gardens",,,,,,,
00927,Vol. 24,View of the George Mendoca Home,,,,,,,
00928,Vol. 24,"Milking Time on Dairy Farm, Mulford Gardens",,,,,,,
00929,Vol. 24,Farmer in Mulford Gardens using a Disc Harrow with a four Horse Team,,,,,,,
00930,Vol. 24,"Farming Operation, Husking, ca 1920",,,,,,,
00931,Vol. 24,"Farming with Hayrack and Tractor, Mulford Gardens",,,,,,,
00932,Vol. 24,Using a Combine in Mulford Gardens in Grain Harvesting,,,,,,,
00933,Vol. 24,Cultivating Crops on Farm in Mulford Gardens,,,,,,,
00934,Vol. 24,Farming in Mulford Gardens,,,,,,,
00935,Vol. 24,Farm in Mulford Gardens,,,,,,,
00936,Vol. 24,"Carriage with four people, one of whom is George M.",,,,,,,
00937,Vol. 24,"View of East 14th Street Showing the Benjamin Moore Paints Store, the National Dollar Store, the Guadalajara Restaurant, and the 88 Cents Store(1950 Ca)",,,,,,,
00938,Vol. 24,Milking Time on Dairy Farm in Washington Manor,,,,,,,
00939,Vol. 24,"Cherry Festival, Corner of E.14th & Estudillo, 1912",,,,,,,
00940,Vol. 24,Mandolin Club Outing,,,,,,,
00941,Vol. 24,NR,,,,,,,
00942,Vol. 24,NR,,,,,,,
00943,Vol. 24,Trees,,,,,,,
00944,Vol. 24,House,,,,,,,
00945,Vol. 24,NR,,,,,,,
00946,Vol. 24,"View of San Leandro Plaza, taken in the 1930's",,,,,,,
00947,Vol. 24,View of the Tony Thomas Building and the H. Ormand Jewelry Store,,,,,,,
00948,Vol. 24,Picnic,,,,,,,
00949,Vol. 24,NR,,,,,,,
00950,Vol. 24,House,,,,,,,
00951,Vol. 24,"Fuller Paint, Jeweler, Drug Store",,,,,,,
00952,Vol. 24,Portrait,,,,,,,
00953,Vol. 24,"Street Scene taken at Bancroft and Dutton Avenues, 1930 CA",,,,,,,
00954,Vol. 24,"East 14th Street Scene, Showing the I.O.O.F. Building and the Hemler Hardware Store, 1930 CA",,,,,,,
00955,Vol. 24,Hemler Hardware,,,,,,,
00956,Vol. 24,Courtyard at Casa Peralta,,,,,,,
00957,Vol. 24,"View of San Leandro Plaza, CA. 1930",,,,,,,
00958,Vol. 24,NR,,,,,,,
00959,Vol. 24,"Street Scene taken at Bancroft and Dutton Avenues (S.W. side), 1930 CA",,,,,,,
00960,Vol. 24,"View of San Leandro Plaza, Showing Hotel Elmer ( 1930 CA.)",,,,,,,
00961,Vol. 25,View of Lake Chabot  ,,,,,,,
00962,Vol. 25,View of McKinley School,,,,,,,
00963,Vol. 25,Estudillo Home on West Estudillo (formerly Ward Street),,,,,,,
00964,Vol. 25,St. Leander's School,,,,,,,
00965,Vol. 25,NR,,,,,,,
00966,Vol. 25,Grounds of Old Webber House,,,,,,,
00967,Vol. 25,Unknown Bancroft District,,,,,,,
00968,Vol. 25,Caterpillar Office on Davis Street,,,,,,,
00969,Vol. 25,San Leandro High School (old) Bancroft and Estudillo,,,,,,,
00970,Vol. 25,San Leandro Street Scene,,,,,,,
00971,Vol. 25,San Leandro Flower Nursery,,,,,,,
00972,Vol. 25,Parade Float at San Leandro Plaza,,,,,,,
00973,Vol. 25,Unidentified San Leandro Residence,,,,,,,
00974,Vol. 25,Tank House of Casa Peralta,,,,,,,
00975,Vol. 25,Orchid Green House in San Leandro,,,,,,,
00976,Vol. 25,NR,,,,,,,
00977,Vol. 25,Davis St.  ,,,,,,,
00978,Vol. 25,Friden Calculator on Washington Avenue,,,,,,,
00979,Vol. 25,"Helen Lawrence, City Mayor (Helen Chrystomo)",,,,,,,
00980,Vol. 25,NR,,,,,,,
00981,Vol. 25,San Leandro Street Scene  taken at Estudillo and Market Streets,,,,,,,
00982,Vol. 25,Casa Peralta: Door leading to tank house,,,,,,,
00983,Vol. 25,Unidentified San Leandro Residence,,,,,,,
00984,Vol. 25,Unidentified San Leandro Residence,,,,,,,
00985,Vol. 25,Unidentified Japanese Pond in San Leandro,,,,,,,
00986,Vol. 25,A Commercial Nursery in San Leandro,,,,,,,
00987,Vol. 25,NR,,,,,,,
00988,Vol. 25,A San Leandro Park Scene,,,,,,,
00989,Vol. 25,NR,,,,,,,
00990,Vol. 25,"Next to the Economy Cut Rate Drugstore is the 'F.W. Woolworth Co.  5-10 cent store' in the Godenaux Building; the Hink Building is next on the left, taken in the 1930's",,,,,,,
00991,Vol. 25,Lincoln School   ,,,,,,,
00992,Vol. 25,Odd Fellows Temple on E.14th Street at the Plaza,,,,,,,
00993,Vol. 25,NR,,,,,,,
00994,Vol. 25,NR,,,,,,,
00995,Vol. 25,Farrelly Pool,,,,,,,
00996,Vol. 25,"Taken the same day as No. 00990, in the 1930's",,,,,,,
00997,Vol. 25,Tennis Court on Davis Street. Estudillo Park is the Site,,,,,,,
00998,Vol. 25,Unidentified San Leandro Garden,,,,,,,
00999,Vol. 25,E. 14th Street with Murphy Building on the Corner of Davis,,,,,,,
01000,Vol. 25,U. P. E. C. Building on E. 14th Street,,,,,,,
01001,Vol. 26,Veterans Memorial Building on Bancroft Avenue,,,,,,,
01002,Vol. 26,NR,,,,,,,
01003,Vol. 26,Old Peralta House before Remodeling,,,,,,,
01004,Vol. 26,"Taken  in the 1930's, before the palm trees were removed from the Plaza, Shows the Hotel Elmer on Callan and E.14th.",,,,,,,
01005,Vol. 26,Unidentified Boy on a Shetland Pony,,,,,,,
01006,Vol. 26,Unidentified Man and Boy on Horseback,,,,,,,
01007,Vol. 26,Unidentified San Leandro Residence,,,,,,,
01008,Vol. 26,"Residence at 34 Oakes Blvd., San Leandro, Calif",,,,,,,
01009,Vol. 26,Residence   ,,,,,,,
01010,Vol. 26,School   ,,,,,,,
01011,Vol. 26,Oakland Airport,,,,,,,
01012,Vol. 26,Bancroft Area Homes,,,,,,,
01013,Vol. 26,Fagoel Truck and Coach Co. in Oakland,,,,,,,
01014,Vol. 26,St. Leander's on Carpentier Street before it was rebuilt,,,,,,,
01015,Vol. 26,Fountain in the Casa Peralta (or Villa Maria Antonia) Northeast Corner of Clarke and Ward (W. Estudillo),,,,,,,
01016,Vol. 26,San Leandro School,,,,,,,
01017,Vol. 26,Street Scene in Broadmoor Area,,,,,,,
01018,Vol. 26,"Oakland Street Scene, ca 1930's",,,,,,,
01019,Vol. 26,The Art House on Oakes Blvd.,,,,,,,
01020,Vol. 26,San Leandro Flower Nursery,,,,,,,
01021,Vol. 26,San Leandro Flower Nursery,,,,,,,
01022,Vol. 26,"Tony Thomas Building, E.14th and West Estudillo",,,,,,,
01023,Vol. 26,Trees,,,,,,,
01024,Vol. 26,Unidentified San Leandro Residence,,,,,,,
01025,Vol. 26,Unidentified San Leandro Farm,,,,,,,
01026,Vol. 26,View of Casa Peralta,,,,,,,
01028,Vol. 26,An Unidentified San Leandro Arbor,,,,,,,
01029,Vol. 26,"Pelton Home and Realty, Where Pelton Center is Now",,,,,,,
01030,Vol. 26,Street Scene at the Corner of Estudillo and Eight Streets,,,,,,,
01031,Vol. 26,San Leandro Plaza with Palm Trees,,,,,,,
01032,Vol. 26,NR,,,,,,,
01033,Vol. 26,Unidentified San Leandro Residence,,,,,,,
01034,Vol. 26,"Roosevelt School, ca 1930",,,,,,,
01035,Vol. 26,San Leandro Marina,,,,,,,
01036,Vol. 26,San Leandro Mayor - Helen Laurence,,,,,,,
01037,Vol. 26,First Presbyterian Church,,,,,,,
01038,Vol. 26,Portrait,,,,,,,
01039,Vol. 26,Portrait,,,,,,,
01040,Vol. 26,Washington School,,,,,,,
01041,Vol. 27,Alta Mira Clubhouse,,,,,,,
01042,Vol. 27,"George Davis, son of William Heath Davis, taken July 23, 1938 on 300 block of Estudillo Ave, opposite the Library",,,,,,,
01043,Vol. 27,"George Davis, son of William Heath Davis, taken July 23, 1938 on Estudillo Ave., opposite the Library (302)",,,,,,,
01044,Vol. 27,Rylock Company at 2485 Washington,,,,,,,
01045,Vol. 27,"St. Leander's, Back",,,,,,,
01046,Vol. 27,"Thomas Building, ca 1940",,,,,,,
01047,Vol. 27,Bank of America,,,,,,,
01048,Vol. 27,Old San Leandro High School,,,,,,,
01049,Vol. 27,Alta Mira Clubhouse,,,,,,,
01050,Vol. 27,"Alameda County Map from Atlas by Thompson and West, 1848",,,,,,,
01051,Vol. 27,"Home of John C. Hays, 1878",,,,,,,
01052,Vol. 27,"Brooklyn Township Map, 1878",,,,,,,
01053,Vol. 27,"Rancho San Leandro Map, 1878",,,,,,,
01054,Vol. 27,"Rancho Los Positas Map, 1878",,,,,,,
01055,Vol. 27,"Residence and Ranch of Richard Dowling, 1878",,,,,,,
01056,Vol. 27,"Residence and Ranch of R. S. Farrelly, 1878",,,,,,,
01057,Vol. 27,"Home of Socrates Huff, located at what is now the northeast corner of Huff and Estudillo Ave.",,,,,,,
01058,Vol. 27,"Roberts, Landing, 1878",,,,,,,
01059,Vol. 27,"Haywards Map, 1878",,,,,,,
01060,Vol. 27,Map of San Leandro from Thompson & West. (1878),,,,,,,
01061,Vol. 27,"Residence of E. Lewelling, 1878",,,,,,,
01062,Vol. 27,"Residence and Farm of William Meek, 1878",,,,,,,
01063,Vol. 27,"Residence and Farm of John Marlin, Residence and Farm of C.W. Hathaway, 1878",,,,,,,
01064,Vol. 27,"University of California, Berkeley Map, College Homesteads Map, 1878",,,,,,,
01065,Vol. 27,"Estate of Vicente Peralta, Vernon Park, Oakland, 1878",,,,,,,
01066,Vol. 27,"Property of Henry Smith, 1878",,,,,,,
01067,Vol. 27,"Residence of Henry Mininger, Mt. Eden, 1878",,,,,,,
01068,Vol. 27,"Fourth and Sixth Wards of Oakland, 1878",,,,,,,
01069,Vol. 27,"Second Ward of Oakland, 1878",,,,,,,
01070,Vol. 27,"Residence and Farm of R. S. Farrelly, 1878",,,,,,,
01071,Vol. 27,"Washington Township, Mission San Jose, Washington Corners, 1878",,,,,,,
01072,Vol. 27,Mandolin Club  ,,,,,,,
01073,Vol. 27,San Lorenzo Cometery,,,,,,,
01074,Vol. 27,Tilted Tombstones in San Lorenzo Cemetery,,,,,,,
01075,Vol. 27,"Plaza Fountain (Lava Rock) in front of Singer Sewing Machine Co, Near intersection of Davis & E.14th Sts. Frozen Fountain, a rare sight in S.L. 1960?",,,,,,,
01076,Vol. 27,Portrait of Guillermo Castro,,,,,,,
01077,Vol. 27,"Washington School, 250 Dutton Ave., 1958",,,,,,,
01078,Vol. 27,"Dedication of City Plaza, Beginning of Plaza Project 1, 1962",,,,,,,
01079,Vol. 27,"San Leandro's Old Plaza, Washington and E.14th St.",,,,,,,
01080,Vol. 27,"Home of Ignacio Peralta, Alta Mira Club, ca 1860",,,,,,,
01081,Vol. 28,"Ignacio Peralta home as it appeared in the 1860's. At present, this building located at 561 Lafayette Ave., S. L., houses the Alta Mira Club",,,,,,,
01082,Vol. 28,"Estudillo House in the 1860's, on corner of Washington and Davis on the Plaza, (until 1929)",,,,,,,
01083,Vol. 28,"Martinez Courthouse, Martinez, California, about 1870",,,,,,,
01084,Vol. 28,"Broadway in Oakland, 1869, Looking South from 6th Street",,,,,,,
01085,Vol. 28,San Leandro School Band,,,,,,,
01086,Vol. 28,"Auto Racing Stadium, E.14th St. San Leandro, Present Site of Bayfair Shopping Center",,,,,,,
01087,Vol. 28,"Best Medallion, Showing D. Best's Traction Engine on Back",,,,,,,
01088,Vol. 28,"Best Medallion, Showing D. Best's New Harvester, on front of Medallion",,,,,,,
01089,Vol. 28,Best Family Group,,,,,,,
01090,Vol. 28,"Dora Louise Best and Husband, Rufus Downing Taken at Holmes Photo, 10th St. Sacramento (Dora was Zach Best's Daughter)",,,,,,,
01091,Vol. 28,"Clyde Downing, Dora Best Downing's Son",,,,,,,
01092,Vol. 28,"Mete Best and Husband, Bill Baylis, Daughter of Zach Best",,,,,,,
01093,Vol. 28,Best Family    ,,,,,,,
01094,Vol. 28,"Bud Eber, Otto Best, Lou Whitcomb",,,,,,,
01095,Vol. 28,Otto Best (Zach's Son),,,,,,,
01096,Vol. 28,Hortense (Bradley) Best,,,,,,,
01097,Vol. 28,Otto Best          ,,,,,,,
01098,Vol. 28,Marion Best on a Goat Ride,,,,,,,
01099,Vol. 28,"Hortense Best's House, Hortense and Son",,,,,,,
01100,Vol. 28,"Daniel Best, Zach's Son",,,,,,,
01101,Vol. 28,Meta J. Steinkamp,,,,,,,
01102,Vol. 28,Meta J. Steinkamp,,,,,,,
01103,Vol. 28,"Daniel Best, 1913",,,,,,,
01104,Vol. 28,Viola Best,,,,,,,
01105,Vol. 28,Viola Best,,,,,,,
01106,Vol. 28,"Viola Webster, late 1920's",,,,,,,
01107,Vol. 28,Viola (Best) Webster,,,,,,,
01108,Vol. 28,"Union School, 1890",,,,,,,
01109,Vol. 28,Meta Ethel Best,,,,,,,
01110,Vol. 28,Oleta Best,,,,,,,
01111,Vol. 28,Bessie Best,,,,,,,
01112,Vol. 28,Bessie Best,,,,,,,
01113,Vol. 28,"Crowning of 1909 Cherry Queen, 1909",,,,,,,
01114,Vol. 28,"Union School, 1890",,,,,,,
01115,Vol. 28,"Lottie Best, Mills College",,,,,,,
01116,Vol. 28,"Lottie Best, San Francisco",,,,,,,
01117,Vol. 28,"Lottie Best, Carrying Russell when taken",,,,,,,
01118,Vol. 28,"Lottie Best, Lottie made her own outfit to wear to Yosemite",,,,,,,
01119,Vol. 28,Union School    ,,,,,,,
01120,Vol. 28,Russell Flint  ,,,,,,,
01121,Vol. 29,"Diploma from Oakland Exposition, 1895",,,,,,,
01122,Vol. 29,First Cherry Festival Float,,,,,,,
01123,Vol. 29,"Doniel Best, Done by Viola Best, 1903",,,,,,,
01124,Vol. 29,"Daniel Best, Done by Viola Best, 1902",,,,,,,
01125,Vol. 29,"Frank & Viola (Best) Webster Home, 1921",,,,,,,
01126,Vol. 29,Bessie Best,,,,,,,
01127,Vol. 29,Charles Manning,,,,,,,
01128,Vol. 29,"Article from San Leandro Reporter, May 29, 1909",,,,,,,
01129,Vol. 29,"Charles Manning, Age 65",,,,,,,
01130,Vol. 29,Bessie (Best) Manning,,,,,,,
01131,Vol. 29,"Bassie & Charles 'Tex' Manning, 50th Wedding Anniversary, ca 1960",,,,,,,
01132,Vol. 29,Charles & Bessie Manning's 50th Anniversary,,,,,,,
01133,Vol. 29,"Charles Manning, Jane Manning, & Friend",,,,,,,
01134,Vol. 29,"Best Building, Corner of Estudillo Ave & E. 14th St., 1962",,,,,,,
01135,Vol. 29,"Best Building, Corner of Estudillo Ave & E. 14th St., 1962",,,,,,,
01136,Vol. 29,Portrait of Meta Johanna (Steinkamp) Best,,,,,,,
01137,Vol. 29,"Alta Apartments on Estudillo Ave., San Leandro",,,,,,,
01138,Vol. 29,"Alta Apartments, Estudillo Ave., San Leandro",,,,,,,
01139,Vol. 29,Home of Viola (Best) Webster,,,,,,,
01140,Vol. 29,"Best Home, Front View, 1315 Clarke St., San Leandro",,,,,,,
01141,Vol. 29,"Best Home, Front Door, 1315 Clarke St., San Leandro, Calif",,,,,,,
01142,Vol. 29,"Best Home, Front Entrance, 1315 Clarke Ave., San Leandro",,,,,,,
01143,Vol. 29,Band in front of St. Mary's School,,,,,,,
01144,Vol. 29,Portrait of Daniel Best  ,,,,,,,
01145,Vol. 29,"Photograph of Dick Richards, Pearl & Leo Best",,,,,,,
01146,Vol. 29,"C. L. Best and Frank Webster taken at family re-union at Palmdale, near San Jose",,,,,,,
01147,Vol. 29,Daniel Best Home showing Fancy Painted Trim,,,,,,,
01148,Vol. 29,"Muresco Wall Finish Paper, 1892",,,,,,,
01149,Vol. 29,Letterhead of Bank of San Leandro,,,,,,,
01150,Vol. 29,"Union School Diploma, 1909",,,,,,,
01151,Vol. 29,"The California News, 1928",,,,,,,
01152,Vol. 29,"The Cherry City News, 1926",,,,,,,
01153,Vol. 29,San Leandro Classified Business Directory and Buyer's Guide,,,,,,,
01154,Vol. 29,Hair Fall of Endora,,,,,,,
01155,Vol. 29,"Embroidered Patch, 'James & Eliza E. Skillen'",,,,,,,
01156,Vol. 29,NR,,,,,,,
01157,Vol. 29,"American Express Co., Blotter",,,,,,,
01158,Vol. 29,"Pledge Brochure, 1895",,,,,,,
01159,Vol. 29,Church Offering Envelope,,,,,,,
01160,Vol. 29,"Children's Offering Envelope, 1898",,,,,,,
01161,Vol. 30,"Sabbath School Attendence Card, 1894",,,,,,,
01162,Vol. 30,Alameda County Court House,,,,,,,
01163,Vol. 30,Alameda County Hall of Records,,,,,,,
01164,Vol. 30,Alameda County Map   ,,,,,,,
01165,Vol. 30,"Ransom's Family Receipt Book, 1897",,,,,,,
01166,Vol. 30,Carved Hinge,,,,,,,
01167,Vol. 30,Advertisement,,,,,,,
01168,Vol. 30,Candy Box Lid,,,,,,,
01169,Vol. 30,Advertisement,,,,,,,
01170,Vol. 30,Advertisement,,,,,,,
01171,Vol. 30,Needle Wrapper,,,,,,,
01172,Vol. 30,"Palace Theatre Program, 1927",,,,,,,
01173,Vol. 30,"Palace Theatre Program, 1927",,,,,,,
01174,Vol. 30,Door Knob,,,,,,,
01175,Vol. 30,Beehive Baking Powder Can,,,,,,,
01176,Vol. 30,"Easter Card, 1882",,,,,,,
01177,Vol. 30,Advertisement for Clark's Crochet Cotton,,,,,,,
